code_name,SMILES,response,total energy,HOMO-LUMO gap/eV,electronic energy,Dipole module/D,Total charge,HOMO,LUMO,Fermi-level/eV,Total dispersion C6,Total dispersion C8,Total polarizability alpha,Total FOD,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
37_Metoprolol,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,1,-61.24205034,3.572692606,-62.03662657,3.784003494,0,-9.571788454,-5.999153011,-7.78552071,16853.89627,395660.9917,197.7470035,0.109002837,9.550653345,9.550653345,0.592381189,-4.063431595,0.703347492,78.19047619,285.343,266.191,285.1364935,110,0,0.293293922,-0.50424666,0.50424666,0.293293922,1.619047619,2.619047619,3.476190476,3.101530291,2.254715064,1411.18944,30.81747277,29.17195847,10.17195847,17.85127728,15.30381356,5.987316974,4.839379047,4.839379047,3.845315872,3.845315872,2.994448356,2.994448356,-1.52,185692461.3,3.686581761,3.622684688,1.207164135,150.0624652,19.85438907,12.16003605,11.49902367,1.431199657,1.431199657,0,0,0,0,0,18.1465622,37.82440659,37.96863623,8.224551337,38.25737479,0,2.862399314,4.899909731,5.893957685,36.33876879,13.47268658,35.31588389,0,11.49902367,4.736862954,0,11.49902367,0,49.63054053,11.78791537,5.893957685,40.80272334,24.18898091,0,0,0,52.93,107.4202304,4.112275669,0,0,0,0,0,0,0,10.21761638,26.78988205,169.0092333,0,-0.592381189,8.709108442,-6.070923091,-6.042465553,-9.635690783,-15.29912368,-7.994424131,0,0.529411765,21,2,4,2,2,4,1,0,1,4,2,4,3,0,1,1,5,1.1981,77.5766,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38_Morphine sulfate,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,1,-49.33351785,3.06627894,-50.04860614,2.124143364,0,-10.08238269,-7.016121416,-8.54926032,11188.4751,267706.8156,165.3604587,0.159847882,12.07372725,12.07372725,0.674877173,-3.572479057,0.881077808,27.29411765,230.263,216.151,230.0942943,88,0,0.310185725,-0.496745104,0.496745104,0.310185725,1.470588235,2.294117647,3.058823529,2.631892858,3.136894105,1073.563183,24.26506652,22.22474487,8.224744871,13.91262557,11.22474487,4.316496581,2.968643696,2.968643696,1.90824829,1.90824829,1.135889663,1.135889663,-2.03,1913799.315,3.252678407,4.454042615,2.228492727,119.3983945,9.845671145,5.749511833,0,0,1.431199657,5.969305288,4.794537184,0,0,0,24.16967483,35.27262945,5.483034225,25.26873715,32.46006956,16.74175372,1.431199657,0,0,12.7458498,7.037952459,41.81796374,0,5.749511833,4.736862954,0,5.749511833,0,18.11606594,4.794537184,0,36.12916252,36.25451225,0,12.20364809,0,46.53,84.09303155,4.794537184,0,0,0,0,0,0,0,9.845671145,19.25106089,112.1498833,0,12.07372725,2.233472031,-1.181444673,-6.395534761,-6.096228374,0,-3.572479057,-3.128062352,0.214285714,17,1,3,0,0,0,2,0,2,3,1,3,5,0,0,0,2,3.0365,66.5508,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39_Naproxen,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,1,-54.2908797,3.196008639,-55.24527195,1.119691116,0,-9.596559431,-6.400524731,-7.998535862,18568.40764,443437.2946,215.4387508,0.150394311,8.743670163,8.743670163,0.770982274,-3.913405848,0.829967754,35.85,263.384,242.216,263.1673997,102,0,0.121878787,-0.319443476,0.319443476,0.121878787,1.25,1.85,2.45,2.905240577,2.817143135,1400.02229,32.16025404,30.9472136,9.947213595,18.21687836,15.89442719,5.447213595,3.598606798,3.598606798,2.486803399,2.486803399,1.680901699,1.680901699,-1.86,170770317.1,3.148693178,6.061752381,2.543278403,150.4599573,5.309813353,1.411842078,0,0,0,0,0,0,0,0,54.39142141,60.41837179,15.07834412,12.33682701,28.8270132,5.57310453,0,5.309813353,0,19.1187747,13.47268658,76.64522737,0,0,5.309813353,0,0,0,13.47268658,12.7458498,0,56.04190199,54.39142141,1.411842078,5.57310453,0,12.03,120.1196065,0,0,0,0,0,0,0,0,0,28.8270132,172.3104574,0,0,-0.770982274,-5.785181957,0,-10.6938578,-10.96933815,-7.507763921,0,0.263157895,20,1,1,1,0,1,2,0,2,1,1,1,4,0,0,0,3,3.8264,85.9147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40_Nortriptyline,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,1,-78.57796522,2.21318533,-79.4973795,9.903050955,0,-9.653124473,-7.439958674,-8.546536288,23472.201,544072.7392,232.732835,0.405855888,16.37371646,16.37371646,0.240165344,-4.214838055,0.874739826,44.88461538,361.373,341.213,361.1437843,138,0,0.340723138,-0.486916991,0.486916991,0.340723138,1.538461538,2.346153846,3.038461538,2.840460985,2.37454144,1707.963776,35.91976706,32.35259842,12.35259842,20.32929224,16.63031243,6.722064142,4.949880128,4.949880128,3.459263262,3.459263262,2.389778797,2.389778797,-2.61,1321567023,5.448659441,5.979774542,2.438457423,176.91761,24.21259025,17.80982301,11.56673267,5.428790392,1.431199657,5.969305288,4.794537184,9.184952232,0,0,0,19.87013773,45.86791951,29.25764441,45.07503594,22.55961649,1.431199657,9.467009379,0,12.86978459,44.42216061,33.81931383,0,5.749511833,15.06556308,10.07780132,5.749511833,0,60.06737374,0,5.817220841,49.27218583,17.0098511,0,12.33412459,0,75.01,119.5257599,9.589074368,4.390415048,4.567099648,0,0,0,0,0,5.108808191,32.21247518,183.7794405,0,24.2807435,2.234865512,-6.707612816,-5.932875691,-5.715749717,-1.671148528,-28.60099607,0,0.444444444,26,1,7,0,2,2,1,1,2,7,1,8,4,0,1,1,4,1.544,95.0413,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41_Ofloxacin,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,1,-58.92255874,3.354195688,-59.7049263,3.490954688,0,-9.521339687,-6.1671514,-7.844284623,16234.29632,364555.2061,195.3492542,0.115622382,8.247431199,8.247431199,1.150854229,-4.424609907,0.670456453,35.52631579,265.353,242.169,265.1677936,106,0,0.210690407,-0.486950452,0.486950452,0.210690407,1.736842105,2.526315789,3.210526316,2.836800611,3.985193558,1189.211715,33.81747277,32.17195847,9.171958467,18.40242442,15.82329621,4.467834322,2.592834322,2.592834322,1.339956113,1.339956113,0.73671335,0.73671335,-1.52,119103346,2.89717571,8.559148591,6.267554887,147.0565139,19.89234745,20.60983059,11.49902367,1.431199657,0,0,0,0,0,0,38.37173236,12.08483742,24.85157916,16.44910267,44.78030586,0,1.431199657,5.309813353,0,25.80169473,19.61483017,36.75278554,0,11.49902367,14.78353926,0,11.49902367,0,38.25274851,0,0,42.48971391,36.75278554,1.411842078,0,0,50.72,98.97814746,0,0,0,0,0,0,0,0,5.108808191,41.10269732,186.8050518,0,0,2.698713666,0,-2.999732261,-10.76432899,-4.395528103,-21.76084274,0,0.466666667,19,2,4,0,0,0,1,0,1,4,2,4,12,0,0,0,1,1.9891,76.7745,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42_Oxprenolol,CC(C)NCC(COC1=CC=CC=C1OCC=C)O,1,-72.72336372,2.68732205,-73.73301494,2.880164439,0,-9.653154309,-6.965837555,-8.309495932,24317.70314,575882.3221,243.3393797,0.284910621,8.899648054,8.899648054,0.868985672,-3.483160667,0.682418455,25.36,339.391,318.223,339.1470582,130,0,0.16092112,-0.492869975,0.492869975,0.16092112,0.88,1.56,2.32,2.835964996,2.593099559,1689.868212,35.69578794,33.08020676,12.08020676,20.48250546,16.83020676,6.330206757,4.296958467,4.296958467,2.91614181,2.91614181,1.868989225,1.868989225,-2.95,1172665704,4.814189746,7.298718629,3.308683885,176.1730818,18.94745182,0,22.99804733,0,0,0,4.983978521,0,0,0,6.042418708,41.16176924,20.67356144,59.8901504,47.73338149,10.77244843,0,4.983978521,0,6.372924901,28.15180984,53.68478694,0,22.99804733,18.94745182,0,22.99804733,0,33.13578836,6.372924901,0,40.04330917,42.42740746,0,10.77244843,0,49.81,121.9800174,0,0,0,0,0,0,0,0,14.45770443,38.25965559,184.2434697,0,3.642356544,-1.813818767,-2.406333512,-4.970736301,-7.253258725,-4.585867089,0,-13.60581181,0.25,25,0,5,0,0,0,2,1,3,5,0,5,10,0,0,0,3,3.86,97.199,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43_Papaverine,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,1,-64.40779867,3.955560252,-65.29747206,2.417893295,0,-9.853893125,-5.898374804,-7.876178867,21280.72047,473190.6984,221.0241801,0.065108272,8.876120402,8.876120402,1.374734135,-4.786708711,0.842985388,54.04761905,291.435,262.203,291.2198292,118,0,0.210690409,-0.490547849,0.490547849,0.210690409,1.666666667,2.428571429,3.142857143,2.949521596,3.132186836,1426.787387,40.45566545,39.26371018,10.26371018,21.5752386,19.66504792,5.309586031,3.54638943,3.54638943,1.911535964,1.911535964,1.15218546,1.15218546,-1.06,2902857474,2.868058644,7.278263901,5.327665665,169.1513899,15.1554845,19.80035718,0,1.431199657,0,0,0,0,0,0,30.87310593,50.80135404,39.45095606,9.595309893,48.26799424,0,1.431199657,5.309813353,0,63.56027692,13.05584493,29.73312632,0,5.749511833,10.04667631,0,5.749511833,0,31.21479605,0,0,94.51526615,24.16967483,1.411842078,0,0,41.49,117.4085734,0,0,0,0,0,0,0,0,5.108808191,44.59038571,238.9992221,0,0,2.50376903,-6.484347076,-6.103936603,-6.193641037,-21.04864598,-22.67242043,0,0.666666667,21,2,3,1,0,1,1,0,1,3,2,3,7,1,0,1,2,3.472,86.9085,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44_Penbutolol,CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O,1,-43.57623743,3.142115725,-44.28357866,3.143766134,0,-9.464174113,-6.322059413,-7.893119023,9855.272886,229651.7379,153.7412112,0.104475122,13.89360423,13.89360423,0.725183296,-4.151875472,0.681806158,33.2,205.276,189.148,205.1266777,80,0,0.123876121,-0.292386456,0.292386456,0.123876121,1.8,2.6,3.2,2.548520371,4.23608417,893.6415371,24.95566545,23.32517807,7.325178069,13.60211206,11.60980263,3.60980263,2.23480263,2.23480263,1.229204714,1.229204714,0.645852357,0.645852357,-1.33,1002027.239,2.492795498,5.526437056,3.728178812,113.3901204,0,7.187979397,0,0,0,0,4.899909731,4.390415048,0,6.399401535,18.00527173,37.84893283,18.35471947,14.72141102,26.32255195,0,0,4.899909731,0,19.24270949,13.47268658,35.55034716,0,12.31983585,0,4.390415048,0,0,24.39048878,6.372924901,18.13705669,34.34748051,24.16967483,0,0,0,3.24,73.16565297,4.390415048,0,0,0,0,12.31983585,0,0,0,21.9321369,137.6002577,0,-0.725183296,0,-1.459344766,-0.25011705,-9.783052616,-2.677158585,-11.45540143,0,0.384615385,15,0,1,0,0,0,1,0,1,1,0,2,6,0,0,0,1,2.3217,61.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45_p-F-Deprenyl,CC(CC1=CC=C(C=C1)F)N(C)CC#C,1,-43.7295695,0.916730226,-44.42396781,3.320415612,0,-8.67947936,-7.762750747,-8.221164033,9812.07408,236127.4824,157.4054198,0.968897176,7.889706685,7.889706685,0.065653185,-0.708225204,0.751167671,19.875,213.244,202.156,213.1014454,80,0,0.157823881,-0.383625256,0.383625256,0.157823881,1.0625,1.9375,2.6875,2.605039037,2.701596604,900.8898733,20.62687384,18.73606798,7.736067977,12.48384612,9.330495168,4.041640786,2.53123059,2.53123059,1.453115295,1.453115295,0.815340537,0.815340537,-2.43,542160.7245,3.279358882,4.393598267,2.326827396,108.5216066,11.43943395,11.50524905,11.46523109,0,0,0,0,4.983978521,5.114250126,5.114250126,18.12725612,24.16967483,0,15.28269617,15.24267821,23.01049811,0,4.983978521,10.22850025,0,11.43943395,42.29693095,0,0,11.43943395,23.01049811,0,0,4.983978521,0,0,9.595309893,52.5254312,5.647368313,0,0,89.65,65.30742906,0,0,11.43943395,0,0,0,0,0,15.21247877,15.24267821,82.76326131,0,3.58122218,7.097033258,-1.237572172,-1.256596458,-4.614014783,0,0,0,0,16,4,5,0,0,0,1,1,2,5,2,5,4,0,0,0,2,2.6614,63.6798,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46_Phenazopyridine,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N,1,-54.16303249,3.582795442,-54.91451672,3.884388882,0,-9.638551485,-6.055769754,-7.84711536,14122.38538,321583.1747,183.0052878,0.092062034,8.250725151,8.250725151,0.195200032,-4.296629937,0.731591646,34.72222222,248.326,228.166,248.1524779,98,0,0.210690407,-0.490135141,0.490135141,0.210690407,1.777777778,2.722222222,3.555555556,3.003159165,2.828867355,1219.734602,30.18771625,28.71092377,8.710923772,16.77459734,14.30947511,4.506799627,2.881799627,2.881799627,1.684446161,1.684446161,1.022750212,1.022750212,-1.52,35291180.46,2.811253154,5.887242091,3.243906862,135.2717154,20.13248777,19.80035718,1.411842078,1.431199657,0,0,0,0,0,0,19.74620294,18.12725612,41.9273993,10.96606845,35.97225076,10.90292493,1.431199657,10.28681662,0,25.80169473,13.05584493,30.34257004,0,5.749511833,10.04667631,0,5.749511833,0,36.67076654,0,0,37.00667969,30.34257004,2.823684157,10.90292493,0,57.28,91.16235982,0,0,4.97700327,0,0,0,0,0,5.108808191,32.29464222,160.8431122,0,0.195200032,2.08142037,-0.671963114,-1.166402668,-8.004723847,-5.124537973,-16.31877167,0,0.428571429,18,3,4,0,0,0,1,1,2,3,3,4,9,0,0,0,2,1.9056,72.9392,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47_Pindolol,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,1,-55.6699609,2.411643307,-56.49081376,1.24115493,0,-9.317476644,-6.905825246,-8.111664745,16059.33522,367895.9673,196.1989149,0.292009684,8.632986702,8.632986702,0.654638605,-4.385664683,0.837128936,33.84210526,259.353,238.185,259.1684623,102,0,0.160402924,-0.496662445,0.496662445,0.160402924,1.789473684,2.789473684,3.631578947,2.77048296,3.184025546,1303.669197,31.76506652,30.24988908,9.249889077,17.60778402,15.11792307,4.776282279,3.049220207,3.049220207,1.905149637,1.905149637,1.221568058,1.221568058,-1.81,68342265.34,2.933722605,6.383967388,3.351049863,143.2042168,15.76639328,8.57319599,1.411842078,0,0,0,4.983978521,0,0,0,6.042418708,38.17943902,35.95625761,30.57886646,33.6460432,16.59031121,0,4.983978521,5.719716976,25.61563439,18.8446255,30.34257004,0,5.749511833,15.76639328,5.687386275,5.749511833,0,24.53668313,0,0,44.27139593,30.34257004,4.235526235,10.90292493,0,60.17,102.8623699,0,0,0,0,0,0,0,0,9.720841475,28.90918025,170.2614082,0,3.568903652,-1.516875039,-3.262603081,-1.247717349,-8.682139672,-9.648237271,-8.078025269,-3.394714202,0.4,19,3,4,0,0,0,1,1,2,4,2,4,9,0,0,0,2,2.7827,79.6681,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48_Primaquine,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,0,-59.97616522,2.357942765,-60.71821486,5.219036379,0,-10.4887398,-8.130792756,-9.309749274,16153.26041,391878.4393,194.8119494,0.221137136,13.6551111,13.6551111,1.303552611,-6.469469128,0.833015742,30.47368421,285.365,266.213,285.1034791,106,0,0.335179645,-0.477639243,0.477639243,0.335179645,1.368421053,1.947368421,2.421052632,2.690355051,4.423553102,1151.463118,30.82590893,27.98845505,9.804951629,16.49014029,13.73374184,5.765556879,2.734632346,4.458161688,1.61939216,3.002714593,0.873032323,1.747267725,-1.4,17089606.09,3.620484338,6.675550268,3.778948268,140.2434731,5.108808191,0,0,10.02329115,1.431199657,5.969305288,0,13.21233417,4.305215991,0,13.70378423,36.91552463,32.18433916,15.94196919,42.99479637,15.99259644,1.431199657,4.305215991,0,31.34511751,12.99371937,29.73312632,0,0,0,0,0,0,36.79484582,10.02329115,0,61.48127672,29.06515831,0,1.431199657,0,74.68,94.36977564,13.21233417,0,0,0,0,0,0,0,5.108808191,26.10485367,170.8841421,0,9.740281332,3.554016524,-1.303552611,-1.813949577,-6.541758472,-8.836950061,-17.62942675,-6.469469128,0.461538462,19,1,5,0,0,0,1,0,1,4,1,6,9,0,0,0,1,2.1955,72.7421,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49_Probenecid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,1,-52.02356011,2.2880563,-52.73964018,4.322996333,0,-9.136759244,-6.848713342,-7.992741233,12914.89647,289844.0273,174.3202866,0.204005095,12.67885275,12.67885275,0.306111308,-4.407215018,0.603845685,32.29411765,236.315,216.155,236.1524779,94,0,0.3376672,-0.460732266,0.460732266,0.3376672,1.529411765,2.235294118,2.823529412,2.629372018,3.794856943,989.145234,29.9032592,28.21092377,8.210923772,16.08594564,13.90122682,4.006799627,2.386008815,2.386008815,1.340710026,1.340710026,0.657661529,0.657661529,-1.55,10996296.72,2.567034461,6.909922945,4.443998046,130.5763129,15.35648966,6.558985243,2.823684157,0,0,5.969305288,0,4.794537184,0,0,13.70378423,37.1633942,28.63334863,13.78800283,37.02873831,11.65669156,0,4.899909731,0,13.70378423,31.76928127,29.73312632,0,0,5.719716976,5.687386275,0,0,36.91877931,4.736862954,0,48.73542692,24.16967483,2.823684157,0,0,55.56,86.04307615,4.794537184,0,5.719716976,0,0,0,0,0,4.736862954,27.49733817,156.6272937,0,11.59203294,0,-2.55861175,-2.122429611,-4.759298646,0,-25.11231993,0,0.461538462,17,2,4,0,0,0,1,0,1,4,1,4,9,0,0,0,1,1.7674,68.9249,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50_Procaine,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,1,-56.01819199,2.938519987,-56.83719979,2.543004246,0,-9.69511523,-6.756578561,-8.225882177,16039.12137,370455.1132,196.4283435,0.165225138,8.297085748,8.297085748,0.721963114,-4.334065636,0.837505792,34.05263158,259.349,238.181,259.1572289,102,0,0.210690407,-0.490195023,0.490195023,0.210690407,1.473684211,2.315789474,3.157894737,2.823728223,2.907903543,1297.199251,31.76506652,30.26371018,9.263710176,17.68528094,15.16504792,4.809586031,3.059586031,3.059586031,1.793134265,1.793134265,1.09298461,1.09298461,-1.58,78407997.69,3.022464554,6.54712422,3.944739572,143.4094689,15.1554845,19.80035718,0,1.431199657,0,0,0,0,0,0,49.95829648,11.42864292,30.23780337,13.70758556,37.30192579,10.77244843,1.431199657,5.309813353,0,25.80169473,13.05584493,42.29693095,0,5.749511833,10.04667631,0,5.749511833,0,31.69376327,0,0,39.7481968,42.29693095,1.411842078,10.77244843,0,41.49,102.9862442,0,0,0,0,0,0,0,0,5.108808191,33.62431726,169.8840606,0,0,1.258658209,0,-1.238161927,-10.99772388,-4.281464947,-16.45870136,0,0.375,19,2,3,0,0,0,2,0,2,3,2,3,9,0,0,0,2,2.5775,78.5885,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
